"url","Origin","Destination","Number of People","Age","Male Victim","Female Victim","Category","Date","City"
"https://www.thedailystar.net/city/news/eight-rescued-trafficking-libya-1721956","Bangladesh","Libya",8,"17-33",8,,"Bonded Labour","29/03/2019",
"https://globalnews.ca/news/4956517/human-trafficking-Bonded Labour-canada/","Mexico","Canada",43,"20-46",43,0,"slavery","14/2/19",
"https://lompocrecord.com/news/local/statewide-human-trafficking-operation-nets-arrests-rescues-in-santa-barbara/article_8e512d33-9046-5ab7-a10d-79c01625b546.html","USA","USA",48,,41,7,"sex trafficker","31/1/19",
"http://www.wlox.com/2019/03/01/teen-rescued-during-human-trafficking-sting-hub-city/","USA","USA",1,,0,1,"sex trafficker","1/3/19","Mississippi"
"http://www.ldsliving.com/How-Children-Rescued-from-Human-Trafficking-Are-Healed-with-Help-from-Operation-Underground-Railroad/s/86682/","USA","USA",20,"5-20",0,20,"sex trafficker","31/3/19",
"https://www.malaysiakini.com/news/366771","Bangladesh","Malaysia",59,,,,,"20/12/16",
"https://www.wlns.com/news/michigan-state-police-rescued-five-human-trafficking-victims-in-west-michigan/1637989875","USA","USA",5,,,,,"3/12/18","Michigan"
"https://www.registerguard.com/news/20190331/two-massage-parlors-raided-in-springfield-three-arrested","China","USA",,"35-55",,,"sex trafficker",,
"https://www.carolinajournal.com/news-article/toll-of-human-trafficking-gains-notice-of-lawmakers-law-enforcement/","USA","USA",1,19,0,1,"sex trafficker","2/7/2017",
"https://www.philstar.com/nation/2018/12/24/1879441/9-victims-trafficking-rescued-naia",,"philippines",9,,,,,"24/12/2018",
"http://goldenageofgaia.com/2018/02/02/human-trafficking-crackdown-510-arrested-56-rescued-in-california/","USA","USA",56,,45,11,,"30/1/2018",
"https://www.pe.com/2017/08/17/2-human-trafficking-victims-rescued-l-a-man-arrested-in-chino-raid/","USA","USA",2,,,,"sex trafficker","16/8/2017",
"https://cebudailynews.inquirer.net/208486/8-rescued-from-human-trafficking-at-naia","philippines","Dubai",8,,6,2,"Bonded Bonded Labour","7/12/2018",
"https://www.reuters.com/article/us-usa-trafficking-arrests-idUSKBN15G5J6","USA","USA",55,,,,,"2/2/17",
"https://punchng.com/103-victims-of-human-trafficking-rescued-in-osun-naptip/",,"Nigeria",103,,25,78,,"6/8/18",
"https://patch.com/california/banning-beaumont/human-trafficking-victim-rescued-inland-empire-sheriff","USA","USA",1,17,0,1,"sex trafficker","30/10/2018",
"http://www.crimevoice.com/2018/05/22/human-trafficking-operation-rescued-two-juveniles-arrested-26/","USA","USA",2,"13-17",,,"sex trafficker","22/5/2018",
"https://www.nyoooz.com/news/bareilly/1317081/human-trafficking-minor-bangladeshi-girl-rescued/","Bangladesh","India",1,,0,1,"sex trafficker","1/2/19",
"https://ktla.com/2019/03/14/3-teen-human-trafficking-victims-rescued-suspected-pimp-arrested-in-santa-ana-police/",,"USA",0,,0,3,"sex trafficker","14/3/2019",
"https://fox8.com/2019/01/30/nearly-50-victims-including-teens-rescued-during-california-human-trafficking-sting/","USA","USA",50,"6-30",,,"sex trafficker","30/1/2019",
"http://www.ipsnews.net/2019/03/tortured-in-libya/","Bangladesh","Malaysia",1,,1,,"Bonded Bonded Labour","23/3/2019",
"https://www.whec.com/national/man-accused-of-forcing-california-woman-into-prostitution/5277093/","USA","USA",1,,,1,"sex trafficker","13/2/2019",
